Shots,Repetition,Random_Seed,Split_Number,Train_Lambda_Min,Negative_Eigenvalues,PSD_Raw,Prediction_Change_Rate,Exact_BA,Shot_BA,Delta_BA,Exact_MCC,Shot_MCC,Delta_MCC,Exact_F1,Shot_F1,Delta_F1,Exact_Specificity,Shot_Specificity,Delta_Specificity,Exact_Unsafe_Acceptance,Shot_Unsafe_Acceptance,Delta_Unsafe_Acceptance
256,7,25611531,7,0.11853434659232619,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,8,25612531,7,0.13226978653914115,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,9,25613531,7,0.10804481568614938,0,True,0.25,0.25,0.0,-0.25,-0.5773502691896258,-1.0,-0.42264973081037416,0.0,0.0,0.0,0.5,0.0,-0.5,0.5,1.0,0.5
256,10,25614531,7,0.1730069957678211,0,True,0.25,0.25,0.0,-0.25,-0.5773502691896258,-1.0,-0.42264973081037416,0.0,0.0,0.0,0.5,0.0,-0.5,0.5,1.0,0.5
1024,1,102405531,7,0.15828730441262026,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,2,102406531,7,0.11372530640191046,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,3,102407531,7,0.14052335760076537,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,4,102408531,7,0.16257895548489879,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,5,102409531,7,0.14668006819124535,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,6,102410531,7,0.12647137046984344,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,7,102411531,7,0.14556004931698635,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,8,102412531,7,0.15137071664720467,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,9,102413531,7,0.1693526256654925,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,10,102414531,7,0.13612086406977328,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,1,25605532,8,0.19691117728097263,0,True,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,-0.16666666666666663,0.0,0.5,0.5,1.0,0.5,-0.5
256,2,25606532,8,0.18991985471171777,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.8,0.13333333333333341,0.0,0.5,0.5,1.0,0.5,-0.5
256,3,25607532,8,0.20800176345824223,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.8,0.13333333333333341,0.0,0.5,0.5,1.0,0.5,-0.5
256,4,25608532,8,0.15322383671493126,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,5,25609532,8,0.2122351884899951,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,6,25610532,8,0.23829339131060992,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.8,0.13333333333333341,0.0,0.5,0.5,1.0,0.5,-0.5
256,7,25611532,8,0.16557314491380892,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.8,0.13333333333333341,0.0,0.5,0.5,1.0,0.5,-0.5
256,8,25612532,8,0.24028485497993932,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,9,25613532,8,0.22550135234746302,0,True,0.75,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,-1.0
256,10,25614532,8,0.17746096714259685,0,True,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,-0.16666666666666663,0.0,0.5,0.5,1.0,0.5,-0.5
1024,1,102405532,8,0.25137718485414223,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.8,0.13333333333333341,0.0,0.5,0.5,1.0,0.5,-0.5
1024,2,102406532,8,0.22823883775908124,0,True,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.6666666666666666,1.0,0.33333333333333337,0.0,1.0,1.0,1.0,0.0,-1.0
1024,3,102407532,8,0.21208656975132573,0,True,0.25,0.5,0.25,-0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.6666666666666666,0.4,-0.2666666666666666,0.0,0.0,0.0,1.0,1.0,0.0
1024,4,102408532,8,0.2159719094714535,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,5,102409532,8,0.21497388750463828,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,6,102410532,8,0.24947785206682974,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,7,102411532,8,0.19849530931103918,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,8,102412532,8,0.2237358885610737,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,9,102413532,8,0.2241308695946488,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,10,102414532,8,0.21683113748700755,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.6666666666666666,0.8,0.13333333333333341,0.0,0.5,0.5,1.0,0.5,-0.5
256,1,25605533,9,0.13101425566373107,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
256,2,25606533,9,0.1582857419359811,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,3,25607533,9,0.16348272029853278,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,4,25608533,9,0.17281018850912672,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,5,25609533,9,0.1759694158348126,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
256,6,25610533,9,0.12497708579949698,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
256,7,25611533,9,0.1701710094960788,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
256,8,25612533,9,0.18880949890230658,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,9,25613533,9,0.10041147948573331,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
256,10,25614533,9,0.19509033961879307,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,1,102405533,9,0.16413226669069986,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
1024,2,102406533,9,0.1787405014204865,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,3,102407533,9,0.1721198785945112,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,4,102408533,9,0.17635001990630228,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,5,102409533,9,0.16894186443541614,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,6,102410533,9,0.19723785589735482,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,7,102411533,9,0.17044949329588116,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,8,102412533,9,0.1724557750874377,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,9,102413533,9,0.17566694143838998,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,10,102414533,9,0.19489781314413188,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
256,1,25605534,10,0.053928145740195096,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,2,25606534,10,0.0809400314857445,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,3,25607534,10,0.133213998676021,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,4,25608534,10,0.08254372015629283,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,5,25609534,10,0.10642471823316216,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,6,25610534,10,0.15962595767102258,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,7,25611534,10,0.053033667693444995,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,8,25612534,10,0.07554219687292953,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,9,25613534,10,0.07980418665816953,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,10,25614534,10,0.12260368739717895,0,True,0.25,0.75,1.0,0.25,0.5773502691896258,1.0,0.42264973081037416,0.6666666666666666,1.0,0.33333333333333337,1.0,1.0,0.0,0.0,0.0,0.0
1024,1,102405534,10,0.12326673823390906,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,2,102406534,10,0.10081828777769511,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,3,102407534,10,0.08766391430041247,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,4,102408534,10,0.14114845091162126,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,5,102409534,10,0.10617299144393963,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,6,102410534,10,0.153001945444151,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,7,102411534,10,0.10490391684673013,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,8,102412534,10,0.10813147846963055,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,9,102413534,10,0.09550904131080233,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,10,102414534,10,0.09379647123837434,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,1,25605535,11,0.17810384878908092,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,2,25606535,11,0.13297593455032763,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,3,25607535,11,0.14021245053900727,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,4,25608535,11,0.18390731586668768,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.5,0.6666666666666666,0.16666666666666663,0.5,1.0,0.5,0.5,0.0,-0.5
256,5,25609535,11,0.1641671109938131,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,6,25610535,11,0.1322021010107522,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,7,25611535,11,0.13407524095856982,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,8,25612535,11,0.12106336775450333,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,9,25613535,11,0.1792308489441892,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,10,25614535,11,0.13533589167975116,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,1,102405535,11,0.18696393975659148,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,2,102406535,11,0.19844417537615303,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,3,102407535,11,0.17267315549208487,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,4,102408535,11,0.17557284949807797,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,5,102409535,11,0.16597910738018826,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,6,102410535,11,0.17938013927768595,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,7,102411535,11,0.14966973129339958,0,True,0.25,0.5,0.75,0.25,0.0,0.5773502691896258,0.5773502691896258,0.5,0.6666666666666666,0.16666666666666663,0.5,1.0,0.5,0.5,0.0,-0.5
1024,8,102412535,11,0.18288549406699323,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,9,102413535,11,0.17385341349819247,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1024,10,102414535,11,0.16176595054767776,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,1,25605536,12,0.1320773741006918,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,2,25606536,12,0.12893701193075513,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,3,25607536,12,0.21865309729768112,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,4,25608536,12,0.1700526992535912,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,5,25609536,12,0.17070703922457323,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,6,25610536,12,0.1812652041406307,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,7,25611536,12,0.1804019345243793,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,8,25612536,12,0.1394428968389897,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,9,25613536,12,0.1740148885612185,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,10,25614536,12,0.1701016694353618,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,1,102405536,12,0.22694961003029634,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,2,102406536,12,0.220771515720999,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,3,102407536,12,0.2289717507866793,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,4,102408536,12,0.2388547525418305,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,5,102409536,12,0.19390008447332327,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,6,102410536,12,0.23881628803923324,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,7,102411536,12,0.20549231199546797,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,8,102412536,12,0.19868927120769342,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,9,102413536,12,0.22960626592836808,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,10,102414536,12,0.1940594323598057,0,True,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,1,25605537,13,0.07920340900674261,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,2,25606537,13,0.14633297843900311,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,3,25607537,13,0.0698032877110999,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,4,25608537,13,0.048382474270201786,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,5,25609537,13,0.11266710144389355,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,6,25610537,13,0.10191320873737225,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,7,25611537,13,0.08636782400373408,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,8,25612537,13,0.05403841831605113,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,9,25613537,13,0.1130015341067799,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,10,25614537,13,0.09360337719641686,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,1,102405537,13,0.12641430247967644,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,2,102406537,13,0.11337032789015208,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,3,102407537,13,0.10677663725062568,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1024,4,102408537,13,0.11173103599883144,0,True,0.0,0.75,0.75,0.0,0.5773502691896258,0.5773502691896258,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0
